,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price,order_date,ship_date, different Month,Year,Day,Hours,Minutes,vlookup,hlookup
679,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",21-09-2018,13-11-2016,22,1,677,16248,974880,,Windows 10 Home
680,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",22-09-2018,11-11-2017,22,0,315,7560,453600,,Windows 11 Home
681,ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹97,990",23-09-2018,13-11-2016,22,1,679,16296,977760,,#N/A
682,HP,16-e0162AX,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,8 GB,40.89 cm (16.1 inch),No,"₹58,900",24-09-2018,11-11-2017,22,0,317,7608,456480,,#N/A
683,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",25-09-2018,13-11-2016,22,1,681,16344,980640,,Windows 11 Home
684,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",26-09-2018,11-11-2017,22,0,319,7656,459360,,Windows 10 Home
685,ASUS,FX517ZE-HN035WS,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹97,289",27-09-2018,13-11-2016,22,1,683,16392,983520,,macOS Sonoma
686,HP,15S-FQ2738TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹36,490",28-09-2018,11-11-2017,22,0,321,7704,462240,,#N/A
687,HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹48,400",29-09-2018,13-11-2016,22,1,685,16440,986400,,#N/A
688,Apple,MacBook Pro,M3 Pro,macOS Sonoma,1 TB,18 GB,35.56 cm (14 Inch),No,"₹2,39,900",30-09-2018,11-11-2017,22,0,323,7752,465120,,#N/A
689,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",01-10-2018,13-11-2016,22,1,687,16488,989280,,Windows 10 Home
690,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",02-10-2018,11-11-2017,22,0,325,7800,468000,,Windows 11 Home
691,HP,Victus,Core i5,Windows 11 Home,512 GB,8 GB,40.89 cm (16.1 inch),No,"₹70,890",03-10-2018,13-11-2016,22,1,689,16536,992160,,#N/A
692,ASUS,TUF Gaming F15,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹54,990",04-10-2018,11-11-2017,22,0,327,7848,470880,,#N/A
693,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",05-10-2018,13-11-2016,22,1,691,16584,995040,,Windows 11 Home
694,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",06-10-2018,11-11-2017,22,0,329,7896,473760,,Windows 10
695,Lenovo,15ITL6,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹34,490",07-10-2018,13-11-2016,22,1,693,16632,997920,,Windows 11 Home
696,HP,Spectre x360 13,Core i7,Windows 11 Home,512 GB,16 GB,34.29 cm (13.5 inch),No,"₹1,31,680",08-10-2018,11-11-2017,22,0,331,7944,476640,,#N/A
697,Lenovo,V14,Core i5,Windows 10,256 GB,8 GB,35.56 cm (14 inch),Yes,"₹41,000",09-10-2018,13-11-2016,22,1,695,16680,1000800,,#N/A
698,MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,"₹72,990",10-10-2018,11-11-2017,22,0,333,7992,479520,,Windows 11 Home
699,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",11-10-2018,13-11-2016,22,1,697,16728,1003680,,Windows 11 Home
700,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",12-10-2018,11-11-2017,22,0,335,8040,482400,,Windows 11 Home
701,HP,15-fc0031AU,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹50,090",13-10-2018,13-11-2016,23,1,699,16776,1006560,,Windows 11 Home
702,HP,14s-fy1005AU,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹62,690",14-10-2018,11-11-2017,23,0,337,8088,485280,,Windows 11 Home
703,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",15-10-2018,13-11-2016,23,1,701,16824,1009440,,Windows 11 Home
704,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",16-10-2018,11-11-2017,23,0,339,8136,488160,,Windows 10 Home
705,HP,14s-ef1002tu,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹38,490",17-10-2018,13-11-2016,23,1,703,16872,1012320,,Windows 11 Home
706,HP,14-eh0024TU,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹99,850",18-10-2018,11-11-2017,23,0,341,8184,491040,,#N/A
707,HP,Envy,Core i5,Windows 10 Home,256 GB,8 GB,33.78 cm (13.3 inch),No,"₹64,391",19-10-2018,13-11-2016,23,1,705,16920,1015200,,#N/A
708,Acer,PHN16-71,Core i7,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,"₹1,37,999",20-10-2018,11-11-2017,23,0,343,8232,493920,,Windows 10 Home
709,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",21-10-2018,13-11-2016,23,1,707,16968,1018080,,Windows 10 Home
710,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",22-10-2018,11-11-2017,23,0,345,8280,496800,,#N/A
711,ASUS,VivoBook 14,Core i3,Windows 10 Home,512 GB,4 GB,35.56 cm (14 inch),No,"₹42,500",23-10-2018,13-11-2016,23,1,709,17016,1020960,,Windows 11 Home
712,HP,250 G8,Core i3,Windows 10 Home,512 GB,4 GB,39.62 cm (15.6 inch),No,"₹31,000",24-10-2018,11-11-2017,23,0,347,8328,499680,,#N/A
713,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",25-10-2018,13-11-2016,23,1,711,17064,1023840,,Windows 11 Home
714,Acer,A315-510P,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹31,990",26-10-2018,11-11-2017,23,0,349,8376,502560,,Windows 11 Home
715,ASUS,VivoBook 15,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹32,490",27-10-2018,13-11-2016,23,1,713,17112,1026720,,Windows 11 Home
716,SAMSUNG,Galaxy Book3 Pro,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 Inch),No,"₹1,40,990",28-10-2018,11-11-2017,23,0,351,8424,505440,,Windows 11 Home
717,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",29-10-2018,13-11-2016,23,1,715,17160,1029600,,Windows 11 Home
718,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",30-10-2018,11-11-2017,23,0,353,8472,508320,,Windows 11 Home
719,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",31-10-2018,13-11-2016,23,1,717,17208,1032480,,Windows 11 Home
720,ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹50,990",01-11-2018,11-11-2017,23,0,355,8520,511200,,Windows 11 Home
721,LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹64,762",02-11-2018,13-11-2016,23,1,719,17256,1035360,,Windows 11 Home
722,CHUWI,GemiBook X Pro,Celeron Quad Core,Windows 11 Home,256 GB,8 GB,35.81 cm (14.1 inch),No,"₹21,990",03-11-2018,11-11-2017,23,0,357,8568,514080,,Windows 11 Home
723,ASUS,M6500QC,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹70,990",04-11-2018,13-11-2016,23,1,721,17304,1038240,,Windows 11 Home
724,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",05-11-2018,11-11-2017,23,0,359,8616,516960,,Windows 11 Home
725,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",06-11-2018,13-11-2016,23,1,723,17352,1041120,,Windows 11 Home
726,DELL,Vostro 3420,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹49,950",07-11-2018,11-11-2017,23,0,361,8664,519840,,Windows 11 Home
727,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",08-11-2018,13-11-2016,23,1,725,17400,1044000,,Mac OS Monterey
728,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",09-11-2018,11-11-2017,23,0,363,8712,522720,,Windows 11 Home
729,ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"₹97,990",10-11-2018,13-11-2016,23,1,727,17448,1046880,,#N/A
730,Apple,MKGT3HN/A,M1 Pro,Mac OS Monterey,1 TB,16 GB,36.07 cm (14.2 inch),No,"₹2,39,900",11-11-2018,11-11-2017,23,1,365,8760,525600,,#N/A
731,DELL,Inspiron 3511,Core i3,Windows 11 Home,256 GB,8 GB,38.0 cm (14.96 cm),No,"₹38,790",12-11-2018,13-11-2016,23,1,729,17496,1049760,,Windows 11 Home
732,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",13-11-2018,11-11-2017,24,1,367,8808,528480,,Windows 11 Home
733,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",14-11-2018,13-11-2016,24,2,731,17544,1052640,,Windows 11 Home
734,ASUS,FX507ZC4-HN116WS,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹85,800",15-11-2018,11-11-2017,24,1,369,8856,531360,,Windows 10 Home
735,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",16-11-2018,13-11-2016,24,2,733,17592,1055520,,Windows 10 Home
736,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",17-11-2018,11-11-2017,24,1,371,8904,534240,,#N/A
737,DELL,Inspiron 3501,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,"₹52,199",18-11-2018,13-11-2016,24,2,735,17640,1058400,,Windows 11 Home
738,HP,Natural Silver,Core i3,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹40,500",19-11-2018,11-11-2017,24,1,373,8952,537120,,#N/A
739,Lenovo,13ABR8,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 inch),Yes,"₹85,751",20-11-2018,13-11-2016,24,2,737,17688,1061280,,Windows 11 Home
740,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",21-11-2018,11-11-2017,24,1,375,9000,540000,,Windows 11 Home
741,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",22-11-2018,13-11-2016,24,2,739,17736,1064160,,Windows 11 Home
742,MSI,Modern 14 C12M-670IN,Core i7,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹60,990",23-11-2018,11-11-2017,24,1,377,9048,542880,,Windows 11 Home
743,LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹64,762",24-11-2018,13-11-2016,24,2,741,17784,1067040,,Windows 10
744,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",25-11-2018,11-11-2017,24,1,379,9096,545760,,Windows 11 Home
745,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",26-11-2018,13-11-2016,24,2,743,17832,1069920,,#N/A
746,DELL,Inspiron 5410,Core i5,Windows 10,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹76,990",27-11-2018,11-11-2017,24,1,381,9144,548640,,#N/A
747,ASUS,Vivobook Go 14,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,"₹51,990",28-11-2018,13-11-2016,24,2,745,17880,1072800,,#N/A
748,Apple,MacBook Pro,Core i5,Mac OS Mojave,512 GB,8 GB,33.78 cm (13.3 inch),No,"₹1,62,990",29-11-2018,11-11-2017,24,1,383,9192,551520,,#N/A
749,HP,15s- fq3066TU,Celeron Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹31,964",30-11-2018,13-11-2016,24,2,747,17928,1075680,,Windows 10 Pro
750,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",01-12-2018,11-11-2017,24,1,385,9240,554400,,Windows 11 Home
751,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",02-12-2018,13-11-2016,24,2,749,17976,1078560,,#N/A
752,ASUS,B9450FA-BM0696R,Core i7,Windows 10 Pro,1 TB,16 GB,35.56 cm (14 inch),No,"₹1,52,711",03-12-2018,11-11-2017,24,1,387,9288,557280,,#N/A
753,ASUS,VivoBook Ultra K15,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹64,200",04-12-2018,13-11-2016,24,2,751,18024,1081440,,Windows 11 Home
754,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",05-12-2018,11-11-2017,24,1,389,9336,560160,,Windows 11 Home
755,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",06-12-2018,13-11-2016,24,2,753,18072,1084320,,Windows 10 Home
756,ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹56,990",07-12-2018,11-11-2017,24,1,391,9384,563040,,Windows 11 Home
757,ASUS,Vivobook-Pro-15-M6500,Ryzen 7 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹68,200",08-12-2018,13-11-2016,24,2,755,18120,1087200,,#N/A
758,ASUS,FX506HCB-HN228T,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,"₹79,800",09-12-2018,11-11-2017,24,1,393,9432,565920,,#N/A
759,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",10-12-2018,13-11-2016,24,2,757,18168,1090080,,Windows 11 Home
760,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",11-12-2018,11-11-2017,24,1,395,9480,568800,,Windows 11 Home
761,MICROSOFT,Surface Laptop Go 3,Core i5,Windows 11 Home,256 GB,16 GB,31.5 cm (12.4 Inch),Yes,"₹99,990",12-12-2018,13-11-2016,24,2,759,18216,1092960,,Windows 11 Home
762,Lenovo,V14,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹44,356",13-12-2018,11-11-2017,25,1,397,9528,571680,,Windows 11 Home
763,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",14-12-2018,13-11-2016,25,2,761,18264,1095840,,Windows 11 Home
764,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",15-12-2018,11-11-2017,25,1,399,9576,574560,,Windows 10
765,Lenovo,15IAH7,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹74,990",16-12-2018,13-11-2016,25,2,763,18312,1098720,,Windows 10 Home
766,DELL,Inspiron 5410,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,"₹53,999",17-12-2018,11-11-2017,25,1,401,9624,577440,,#N/A
767,DELL,G15-5510,Core i5,Windows 10,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹62,500",18-12-2018,13-11-2016,25,2,765,18360,1101600,,#N/A
768,HP,Spectre Folio,Core i7,Windows 10 Home,512 GB,16 GB,33.78 cm (13.3 inch),Yes,"₹2,20,579",19-12-2018,11-11-2017,25,1,403,9672,580320,,#N/A
769,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",20-12-2018,13-11-2016,25,2,767,18408,1104480,,Windows 11 Home
770,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",21-12-2018,11-11-2017,25,1,405,9720,583200,,Windows 11 Home
771,DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,"₹32,990",22-12-2018,13-11-2016,25,2,769,18456,1107360,,Windows 11 Home
772,ASUS,K3605ZU-MBN541WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,"₹76,990",23-12-2018,11-11-2017,25,1,407,9768,586080,,Windows 11 Home
773,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",24-12-2018,13-11-2016,25,2,771,18504,1110240,,Windows 11 Home
774,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",25-12-2018,11-11-2017,25,1,409,9816,588960,,Windows 11 Home
775,ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹50,990",26-12-2018,13-11-2016,25,2,773,18552,1113120,,Windows 11 Home
776,DELL,Inspiron 3535,Ryzen 5 Quad Core,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,"₹49,490",27-12-2018,11-11-2017,25,1,411,9864,591840,,Windows 11 Home
777,ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹57,754",28-12-2018,13-11-2016,25,2,775,18600,1116000,,Windows 11 Home
778,HP,247 G8,Ryzen 5 Dual Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,"₹32,890",29-12-2018,11-11-2017,25,1,413,9912,594720,,Windows 11 Home
779,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",30-12-2018,13-11-2016,25,2,777,18648,1118880,,Windows 11 Home
780,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",31-12-2018,11-11-2017,25,1,415,9960,597600,,Windows 10 Home
781,ASUS,GX650PZ-NM047WS,Ryzen 9 16 Core,Windows 11 Home,2 TB,32 GB,40.64 cm (16 Inch),No,"₹3,49,990",01-01-2019,13-11-2016,25,2,779,18696,1121760,,Windows 11 Home
782,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",02-01-2019,11-11-2017,25,1,417,10008,600480,,#N/A
783,ASUS,TUF,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹67,500",03-01-2019,13-11-2016,25,2,781,18744,1124640,,#N/A
784,HP,15-EG2009TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹68,800",04-01-2019,11-11-2017,25,1,419,10056,603360,,DOS
785,SAMSUNG,Galaxy Book2 Pro,Core i5,Windows 11 Home,512 GB,16 GB,33.78 cm (13.3 Inch),No,"₹64,990",05-01-2019,13-11-2016,25,2,783,18792,1127520,,Windows 11 Home
786,ASUS,UM5401QA-KM541WS,Ryzen 5 Hexa Core,Windows 11 Home,NA,16 GB,35.56 cm (14 Inch),No,"₹55,990",06-01-2019,11-11-2017,25,1,421,10104,606240,,#N/A
787,HP,Notebook,Athlon Dual Core,DOS,256 GB,4 GB,39.62 cm (15.6 inch),No,"₹19,299",07-01-2019,13-11-2016,25,2,785,18840,1130400,,#N/A
788,Lenovo,15ITL05,Core i3,Windows 11 Home,NA,8 GB,39.62 cm (15.6 Inch),No,"₹32,990",08-01-2019,11-11-2017,25,1,423,10152,609120,,Windows 11 Home
789,HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹53,990",09-01-2019,13-11-2016,25,2,787,18888,1133280,,#N/A
790,HP,255 G8 Laptop,Ryzen 3 Dual Core,DOS,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹23,999",10-01-2019,11-11-2017,25,1,425,10200,612000,,#N/A
791,HP,15-fb1016AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹54,990",11-01-2019,13-11-2016,25,2,789,18936,1136160,,Windows 11 Home
792,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",12-01-2019,11-11-2017,25,1,427,10248,614880,,Windows 11 Home
793,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",13-01-2019,13-11-2016,26,2,791,18984,1139040,,Windows 11 Home
794,HP,15s-fr4001TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹54,990",14-01-2019,11-11-2017,26,1,429,10296,617760,,Windows 11 Home
795,GIGABYTE,RC45KD,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹62,990",15-01-2019,13-11-2016,26,2,793,19032,1141920,,Windows 11 Home
796,Infinix,XL30,Celeron Quad Core,Windows 11 Home,512 GB,8 GB,39.01 cm (15.36 inch),No,"₹23,990",16-01-2019,11-11-2017,26,1,431,10344,620640,,Windows 11 Home
797,ASUS,X1504ZA-NJ521WS,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹47,990",17-01-2019,13-11-2016,26,2,795,19080,1144800,,Windows 11 Home
798,HP,14-dv1000TU,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,"₹57,680",18-01-2019,11-11-2017,26,1,433,10392,623520,,Windows 11 Home
799,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",19-01-2019,13-11-2016,26,2,797,19128,1147680,,Windows 11 Home
800,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",20-01-2019,11-11-2017,26,1,435,10440,626400,,Chrome
801,HP,15-fa0070TX,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹57,990",21-01-2019,13-11-2016,26,2,799,19176,1150560,,Windows 11 Home
802,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",22-01-2019,11-11-2017,26,1,437,10488,629280,,#N/A
803,Lenovo,11IGL05,Celeron Dual Core,Chrome,64 GB,4 GB,29.46 cm (11.6 inch),No,"₹15,990",23-01-2019,13-11-2016,26,2,801,19224,1153440,,#N/A
804,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",24-01-2019,11-11-2017,26,1,439,10536,632160,,Windows 11 Home
805,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹77,990",25-01-2019,13-11-2016,26,2,803,19272,1156320,,Windows 11 Home
806,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",26-01-2019,11-11-2017,26,1,441,10584,635040,,Windows 11 Home
807,HP,16-wd0880TX,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,"₹94,990",27-01-2019,13-11-2016,26,2,805,19320,1159200,,Windows 11 Home
808,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",28-01-2019,11-11-2017,26,1,443,10632,637920,,Windows 11 Home
809,ASUS,Vivobook 15X,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,"₹61,500",29-01-2019,13-11-2016,26,2,807,19368,1162080,,Windows 11 Home
810,HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹38,990",30-01-2019,11-11-2017,26,1,445,10680,640800,,Windows 11 Home
811,Infinix,Inbook,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹48,990",31-01-2019,13-11-2016,26,2,809,19416,1164960,,Windows 11 Home
812,HP,ef2033TU,Core i7,Windows 11 Home,1 TB,16 GB,34.29 cm (13.5 Inch),Yes,"₹1,41,899",01-02-2019,11-11-2017,26,1,447,10728,643680,,Windows 11 Home
813,HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",02-02-2019,13-11-2016,26,2,811,19464,1167840,,Windows 11 Home
814,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",03-02-2019,11-11-2017,26,1,449,10776,646560,,Windows 11 Home
815,MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,"₹72,990",04-02-2019,13-11-2016,26,2,813,19512,1170720,,Windows 11 Home
816,HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹49,990",05-02-2019,11-11-2017,26,1,451,10824,649440,,Windows 11 Home
